time	V(n003)
3.313742810286124e-005	8.130432e+000
3.342314010286451e-005	8.010469e+000
3.370885210286778e-005	7.764063e+000
3.399456410287105e-005	7.395564e+000
3.428027610287432e-005	6.911024e+000
3.456598810287759e-005	6.318123e+000
3.485170010288086e-005	5.626103e+000
3.513741210288413e-005	4.845668e+000
3.542312410288739e-005	3.988855e+000
3.570883610289066e-005	3.068882e+000
3.599454810289393e-005	2.099966e+000
3.628026010289720e-005	1.097122e+000
3.656597210290047e-005	7.595238e-002
3.685168410290374e-005	-9.475831e-001
3.713739610290701e-005	-1.957404e+000
3.742310810291027e-005	-2.937554e+000
3.770882010291354e-005	-3.872447e+000
3.799453210291681e-005	-4.747120e+000
3.828024410292008e-005	-5.556457e+000
3.845315360774537e-005	-6.010006e+000
3.853572404630828e-005	-6.211313e+000
3.865039177883972e-005	-6.475289e+000
3.873168683988376e-005	-6.653116e+000
3.882392490283521e-005	-6.842294e+000
3.896077971564382e-005	-7.101876e+000
3.910989305794255e-005	-7.349820e+000
3.939560505794582e-005	-7.735136e+000
3.968131705794908e-005	-8.010902e+000
3.996702905795235e-005	-8.158667e+000
4.025274105795562e-005	-8.175798e+000
4.053845305795889e-005	-8.061820e+000
4.082416505796216e-005	-7.818399e+000
4.110987705796543e-005	-7.449309e+000
4.139558905796870e-005	-6.967774e+000
4.160342694842917e-005	-6.550921e+000
4.173242438574448e-005	-6.260414e+000
4.184418241395121e-005	-5.988745e+000
4.195950062023390e-005	-5.692408e+000
4.206898209494631e-005	-5.397228e+000
4.218177155961705e-005	-5.077118e+000
4.238806583525129e-005	-4.456878e+000
4.267377783525456e-005	-3.545455e+000
4.295948983525783e-005	-2.582258e+000
4.324520183526109e-005	-1.577531e+000
4.353091383526436e-005	-5.475914e-001
4.381662583526763e-005	4.907900e-001
4.410233783527090e-005	1.520655e+000
4.438804983527417e-005	2.525135e+000
4.467376183527744e-005	3.487742e+000
4.495947383528071e-005	4.392658e+000
4.524518583528397e-005	5.225028e+000
4.553089783528724e-005	5.971255e+000
4.581660983529051e-005	6.619274e+000
4.610232183529378e-005	7.158799e+000
4.638803383529705e-005	7.581528e+000
4.667374583530032e-005	7.881276e+000
4.695945783530359e-005	8.054022e+000
4.724516983530686e-005	8.097880e+000
4.753088183531012e-005	8.013018e+000
4.781659383531339e-005	7.801501e+000
4.810230583531666e-005	7.467173e+000
4.838801783531993e-005	7.015601e+000
4.867372983532320e-005	6.454004e+000
4.895944183532647e-005	5.791169e+000
4.924515383532974e-005	5.037367e+000
4.953086583533300e-005	4.204233e+000
4.981657783533627e-005	3.304619e+000
5.010228983533954e-005	2.352424e+000
5.038800183534281e-005	1.362393e+000
5.067371383534608e-005	3.499141e-001
5.095942583534935e-005	-6.692064e-001
5.124513783535262e-005	-1.678980e+000
5.153084983535589e-005	-2.663475e+000
5.181656183535915e-005	-3.607064e+000
5.210227383536242e-005	-4.494671e+000
5.238798583536569e-005	-5.311981e+000
5.267369783536896e-005	-6.061610e+000
5.277144199346273e-005	-6.297133e+000
5.296031782763000e-005	-6.708810e+000
5.307083566007120e-005	-6.927464e+000
5.319201703735815e-005	-7.148325e+000
5.333081677569296e-005	-7.373587e+000
5.352821299589583e-005	-7.640255e+000
5.381392499589910e-005	-7.928026e+000
5.409963699590237e-005	-8.098423e+000
5.438534899590564e-005	-8.139197e+000
5.467106099590890e-005	-8.049482e+000
5.495677299591217e-005	-7.830549e+000
5.524248499591544e-005	-7.485774e+000
5.552819699591871e-005	-7.024183e+000
5.577604255260077e-005	-6.540046e+000
5.591272264288127e-005	-6.237206e+000
5.602339588523658e-005	-5.970559e+000
5.613729034137371e-005	-5.680085e+000
5.625030366680078e-005	-5.377530e+000
5.636502206855798e-005	-5.053763e+000
5.658262849060625e-005	-4.402310e+000
5.686834049060952e-005	-3.494255e+000
5.715405249061278e-005	-2.534454e+000
5.743976449061605e-005	-1.533898e+000
5.772547649061932e-005	-5.088362e-001
5.801118849062259e-005	5.240367e-001
5.829690049062586e-005	1.547852e+000
5.858261249062913e-005	2.545842e+000
5.886832449063240e-005	3.501626e+000
5.915403649063566e-005	4.399501e+000
5.943974849063893e-005	5.224735e+000
5.972546049064220e-005	5.963854e+000
6.001117249064547e-005	6.604916e+000
6.029688449064874e-005	7.137758e+000
6.058259649065201e-005	7.554189e+000
6.086830849065528e-005	7.848125e+000
6.115402049065855e-005	8.015636e+000
6.143973249066181e-005	8.054911e+000
6.172544449066508e-005	7.966156e+000
6.201115649066835e-005	7.751478e+000
6.229686849067162e-005	7.414772e+000
6.258258049067489e-005	6.961636e+000
6.286829249067816e-005	6.399304e+000
6.315400449068143e-005	5.736574e+000
6.343971649068469e-005	4.983718e+000
6.372542849068796e-005	4.152359e+000
6.401114049069123e-005	3.255326e+000
6.429685249069450e-005	2.306480e+000
6.458256449069777e-005	1.320522e+000
6.486827649070104e-005	3.127797e-001
6.515398849070431e-005	-7.010105e-001
6.543970049070758e-005	-1.704939e+000
6.572541249071084e-005	-2.683161e+000
6.601112449071411e-005	-3.620147e+000
6.629683649071738e-005	-4.500923e+000
6.658254849072065e-005	-5.311280e+000
6.686826049072392e-005	-6.053911e+000
6.696625926353589e-005	-6.287591e+000
6.715935742700185e-005	-6.703116e+000
6.727442558451119e-005	-6.926852e+000
6.740185710456953e-005	-7.154435e+000
6.753546373020058e-005	-7.365700e+000
6.774140549326707e-005	-7.634650e+000
6.802711749327034e-005	-7.909321e+000
6.831282949327361e-005	-8.065989e+000
6.859854149327688e-005	-8.093532e+000
6.888425349328015e-005	-7.991297e+000
6.916996549328341e-005	-7.760763e+000
6.945567749328668e-005	-7.405494e+000
6.974138949328995e-005	-6.938356e+000
6.995037108436381e-005	-6.529971e+000
7.007959902533695e-005	-6.245535e+000
7.019456656347234e-005	-5.971728e+000
7.031296203435095e-005	-5.672991e+000
7.042706396570564e-005	-5.370247e+000
7.054367994950572e-005	-5.043652e+000
7.076268602784069e-005	-4.392574e+000
7.104839802784396e-005	-3.490335e+000
7.133411002784723e-005	-2.542742e+000
7.142799999999838e-005	-2.221649e+000
