time	V(n005)
2.987517136775891e-005	1.059667e+001
3.016088336776218e-005	9.733455e+000
3.044659536776545e-005	8.714828e+000
3.073230736776872e-005	7.556978e+000
3.101801936777199e-005	6.278296e+000
3.130373136777526e-005	4.899094e+000
3.158944336777853e-005	3.441302e+000
3.187515536778179e-005	1.928156e+000
3.216086736778506e-005	3.838594e-001
3.244657936778833e-005	-1.166774e+000
3.273229136779160e-005	-2.698707e+000
3.301800336779487e-005	-4.187087e+000
3.330371536779814e-005	-5.607679e+000
3.358942736780141e-005	-6.937314e+000
3.387513936780467e-005	-8.154330e+000
3.416085136780794e-005	-9.238997e+000
3.444656336781121e-005	-1.017389e+001
3.473227536781448e-005	-1.094422e+001
3.501798736781775e-005	-1.153806e+001
3.530369936782102e-005	-1.194653e+001
3.558941136782429e-005	-1.216386e+001
3.587512336782756e-005	-1.218744e+001
3.616083536783082e-005	-1.201768e+001
3.644654736783409e-005	-1.165803e+001
3.673225936783736e-005	-1.111475e+001
3.701797136784063e-005	-1.039682e+001
3.730368336784390e-005	-9.515772e+000
3.758939536784717e-005	-8.485481e+000
3.787510736785044e-005	-7.322000e+000
3.816081936785370e-005	-6.043322e+000
3.844653136785697e-005	-4.669157e+000
3.873224336786024e-005	-3.220672e+000
3.901795536786351e-005	-1.720221e+000
3.930366736786678e-005	-1.910548e-001
3.958937936787005e-005	1.342997e+000
3.987509136787332e-005	2.857862e+000
4.016080336787659e-005	4.329585e+000
4.044651536787985e-005	5.734714e+000
4.073222736788312e-005	7.050694e+000
4.101793936788639e-005	8.256272e+000
4.130365136788966e-005	9.331871e+000
4.158936336789293e-005	1.025967e+001
4.187507536789620e-005	1.102314e+001
4.216078736789947e-005	1.164100e+001
4.225346655530732e-005	1.180396e+001
4.233872363292035e-005	1.192841e+001
4.243681625733936e-005	1.205003e+001
4.254501351753925e-005	1.215740e+001
4.265782575247484e-005	1.223620e+001
4.281808813161314e-005	1.229653e+001
4.296668919769736e-005	1.229524e+001
4.318064005394418e-005	1.219704e+001
4.340345777378157e-005	1.198540e+001
4.363930543553607e-005	1.163704e+001
4.386585032708362e-005	1.117778e+001
4.415156232708689e-005	1.043859e+001
4.443727432709016e-005	9.542252e+000
4.472298632709343e-005	8.493534e+000
4.500869832709670e-005	7.309109e+000
4.529441032709997e-005	6.007788e+000
4.558012232710323e-005	4.610245e+000
4.586583432710650e-005	3.138710e+000
4.615154632710977e-005	1.616655e+000
4.643725832711304e-005	6.844367e-002
4.672297032711631e-005	-1.481022e+000
4.700868232711958e-005	-3.006698e+000
4.729439432712285e-005	-4.483811e+000
4.758010632712612e-005	-5.888299e+000
4.786581832712938e-005	-7.197252e+000
4.815153032713265e-005	-8.389359e+000
4.843724232713592e-005	-9.445324e+000
4.872295432713919e-005	-1.034822e+001
4.900866632714246e-005	-1.108383e+001
4.929437832714573e-005	-1.164082e+001
4.958009032714900e-005	-1.201094e+001
4.986580232715226e-005	-1.218907e+001
5.015151432715553e-005	-1.217320e+001
5.043722632715880e-005	-1.196440e+001
5.072293832716207e-005	-1.156666e+001
5.100865032716534e-005	-1.098685e+001
5.129436232716861e-005	-1.023447e+001
5.158007432717188e-005	-9.321534e+000
5.186578632717515e-005	-8.262402e+000
5.215149832717841e-005	-7.073537e+000
5.243721032718168e-005	-5.773309e+000
5.272292232718495e-005	-4.381752e+000
5.300863432718822e-005	-2.920306e+000
5.329434632719149e-005	-1.411538e+000
5.358005832719476e-005	1.211492e-001
5.386577032719803e-005	1.653839e+000
5.415148232720130e-005	3.162442e+000
5.443719432720456e-005	4.623066e+000
5.472290632720783e-005	6.012400e+000
5.500861832721110e-005	7.308114e+000
5.529433032721437e-005	8.489254e+000
5.558004232721764e-005	9.536624e+000
5.586575432722091e-005	1.043257e+001
5.615146632722418e-005	1.117783e+001
5.633186320162104e-005	1.156713e+001
5.641447476328193e-005	1.171721e+001
5.649745190593886e-005	1.184885e+001
5.658882249091890e-005	1.197470e+001
5.670606282952295e-005	1.210378e+001
5.687673071171073e-005	1.222512e+001
5.713899643972065e-005	1.228012e+001
5.741474268104729e-005	1.217866e+001
5.766212517301778e-005	1.193164e+001
5.793230320486759e-005	1.149790e+001
5.817862857986078e-005	1.095742e+001
5.846434057986405e-005	1.016489e+001
5.875005257986732e-005	9.216278e+000
5.903576457987059e-005	8.120473e+000
5.932147657987386e-005	6.894886e+000
5.960718857987712e-005	5.558983e+000
5.989290057988039e-005	4.133993e+000
6.017861257988366e-005	2.642598e+000
6.046432457988693e-005	1.108613e+000
6.075003657989020e-005	-4.433701e-001
6.103574857989347e-005	-1.988349e+000
6.132146057989674e-005	-3.501312e+000
6.160717257990001e-005	-4.957662e+000
6.189288457990327e-005	-6.333656e+000
6.217859657990654e-005	-7.606856e+000
6.246430857990981e-005	-8.756561e+000
6.275002057991308e-005	-9.764212e+000
6.303573257991635e-005	-1.061374e+001
6.332144457991962e-005	-1.129184e+001
6.360715657992289e-005	-1.178820e+001
