x-axis,1
second,Volt
+6.9765000E-03,-2.5638672341E+00
+6.9766000E-03,-2.5617187966E+00
+6.9767000E-03,-2.5580078590E+00
+6.9768000E-03,-2.5556641090E+00
+6.9769000E-03,-2.5535156714E+00
+6.9770000E-03,-2.5505859839E+00
+6.9771000E-03,-2.5478516088E+00
+6.9772000E-03,-2.5455078588E+00
+6.9773000E-03,-2.5423828588E+00
+6.9774000E-03,-2.5402344212E+00
+6.9775000E-03,-2.5378906712E+00
+6.9776000E-03,-2.5349609837E+00
+6.9777000E-03,-2.5326172336E+00
+6.9778000E-03,-2.5291016086E+00
+6.9779000E-03,-2.5273437960E+00
+6.9780000E-03,-2.5242187960E+00
+6.9781000E-03,-2.5220703585E+00
+6.9782000E-03,-2.5197266084E+00
+6.9783000E-03,-2.5154297334E+00
+6.9784000E-03,-2.5144531708E+00
+6.9785000E-03,-2.5109375458E+00
+6.9786000E-03,-2.5085937958E+00
+6.9787000E-03,-2.5060547332E+00
+6.9788000E-03,-2.5035156707E+00
+6.9789000E-03,-2.5013672332E+00
+6.9790000E-03,-2.4982422331E+00
+6.9791000E-03,-2.4957031706E+00
+6.9792000E-03,-2.4925781705E+00
+6.9793000E-03,-2.4910156705E+00
+6.9794000E-03,-2.4884766080E+00
+6.9795000E-03,-2.4855469204E+00
+6.9796000E-03,-2.4832031704E+00
+6.9797000E-03,-2.4810547329E+00
+6.9798000E-03,-2.4787109828E+00
+6.9799000E-03,-2.4753906703E+00
+6.9800000E-03,-2.4736328577E+00
+6.9801000E-03,-2.4710937952E+00
+6.9802000E-03,-2.4683594202E+00
+6.9803000E-03,-2.4667969201E+00
+6.9804000E-03,-2.4632812951E+00
+6.9805000E-03,-2.4615234826E+00
+6.9806000E-03,-2.4603516075E+00
+6.9807000E-03,-2.4589844200E+00
+6.9808000E-03,-2.4591797325E+00
+6.9809000E-03,-2.4591797325E+00
+6.9810000E-03,-2.4578125450E+00
+6.9811000E-03,-2.4589844200E+00
+6.9812000E-03,-2.4605469200E+00
+6.9813000E-03,-2.4625000451E+00
+6.9814000E-03,-2.4660156701E+00
+6.9815000E-03,-2.4701172327E+00
+6.9816000E-03,-2.4753906703E+00
+6.9817000E-03,-2.4832031704E+00
+6.9818000E-03,-2.4923828580E+00
+6.9819000E-03,-2.5017578582E+00
+6.9820000E-03,-2.5132812958E+00
+6.9821000E-03,-2.5261719210E+00
+6.9822000E-03,-2.5396484837E+00
+6.9823000E-03,-2.5539062964E+00
+6.9824000E-03,-2.5689453592E+00
+6.9825000E-03,-2.5837891094E+00
+6.9826000E-03,-2.5996094221E+00
+6.9827000E-03,-2.6158203599E+00
+6.9828000E-03,-2.6314453601E+00
+6.9829000E-03,-2.6464844228E+00
+6.9830000E-03,-2.6613281730E+00
+6.9831000E-03,-2.6755859858E+00
+6.9832000E-03,-2.6892578610E+00
+6.9833000E-03,-2.7025391112E+00
+6.9834000E-03,-2.7123047363E+00
+6.9835000E-03,-2.7230469240E+00
+6.9836000E-03,-2.7320312991E+00
+6.9837000E-03,-2.7380859867E+00
+6.9838000E-03,-2.7429687993E+00
+6.9839000E-03,-2.7457031743E+00
+6.9840000E-03,-2.7472656743E+00
+6.9841000E-03,-2.7472656743E+00
+6.9842000E-03,-2.7470703618E+00
+6.9843000E-03,-2.7439453618E+00
+6.9844000E-03,-2.7412109867E+00
+6.9845000E-03,-2.7390625492E+00
+6.9846000E-03,-2.7355469241E+00
+6.9847000E-03,-2.7326172366E+00
+6.9848000E-03,-2.7285156740E+00
+6.9849000E-03,-2.7261719240E+00
+6.9850000E-03,-2.7226562990E+00
+6.9851000E-03,-2.7203125489E+00
+6.9852000E-03,-2.7175781739E+00
+6.9853000E-03,-2.7138672363E+00
+6.9854000E-03,-2.7115234863E+00
+6.9855000E-03,-2.7078125487E+00
+6.9856000E-03,-2.7054687987E+00
+6.9857000E-03,-2.7027344237E+00
+6.9858000E-03,-2.6992187986E+00
+6.9859000E-03,-2.6964844236E+00
+6.9860000E-03,-2.6939453610E+00
+6.9861000E-03,-2.6914062985E+00
+6.9862000E-03,-2.6876953609E+00
+6.9863000E-03,-2.6853516109E+00
+6.9864000E-03,-2.6816406733E+00
+6.9865000E-03,-2.6794922358E+00
+6.9866000E-03,-2.6773437983E+00
+6.9867000E-03,-2.6732422357E+00
+6.9868000E-03,-2.6703125482E+00
+6.9869000E-03,-2.6687500481E+00
+6.9870000E-03,-2.6654297356E+00
+6.9871000E-03,-2.6628906731E+00
+6.9872000E-03,-2.6597656730E+00
+6.9873000E-03,-2.6568359855E+00
+6.9874000E-03,-2.6548828604E+00
+6.9875000E-03,-2.6525391104E+00
+6.9876000E-03,-2.6490234854E+00
+6.9877000E-03,-2.6445312978E+00
+6.9878000E-03,-2.6433594228E+00
+6.9879000E-03,-2.6412109852E+00
+6.9880000E-03,-2.6384766102E+00
+6.9881000E-03,-2.6355469227E+00
+6.9882000E-03,-2.6310547351E+00
+6.9883000E-03,-2.6296875476E+00
+6.9884000E-03,-2.6275391100E+00
+6.9885000E-03,-2.6251953600E+00
+6.9886000E-03,-2.6210937974E+00
+6.9887000E-03,-2.6179687974E+00
+6.9888000E-03,-2.6156250474E+00
+6.9889000E-03,-2.6148437973E+00
+6.9890000E-03,-2.6107422348E+00
+6.9891000E-03,-2.6076172347E+00
+6.9892000E-03,-2.6039062972E+00
+6.9893000E-03,-2.6029297347E+00
+6.9894000E-03,-2.6003906721E+00
+6.9895000E-03,-2.5962891096E+00
+6.9896000E-03,-2.5945312970E+00
+6.9897000E-03,-2.5908203595E+00
+6.9898000E-03,-2.5890625470E+00
+6.9899000E-03,-2.5865234844E+00
+6.9900000E-03,-2.5833984844E+00
+6.9901000E-03,-2.5804687968E+00
+6.9902000E-03,-2.5781250468E+00
+6.9903000E-03,-2.5759766093E+00
+6.9904000E-03,-2.5724609842E+00
+6.9905000E-03,-2.5703125467E+00
+6.9906000E-03,-2.5675781716E+00
+6.9907000E-03,-2.5652344216E+00
+6.9908000E-03,-2.5626953591E+00
+6.9909000E-03,-2.5597656715E+00
+6.9910000E-03,-2.5564453590E+00
+6.9911000E-03,-2.5539062964E+00
+6.9912000E-03,-2.5525391089E+00
+6.9913000E-03,-2.5494141089E+00
+6.9914000E-03,-2.5464844213E+00
+6.9915000E-03,-2.5435547338E+00
+6.9916000E-03,-2.5410156712E+00
+6.9917000E-03,-2.5394531712E+00
+6.9918000E-03,-2.5367187962E+00
